gene,cnt,MW,COG1,gname,LENGTH,PRODUCT,gcmp,isblocked,rxn1,nOR,nAND,gpr
b2715,1,51.0258035,G,ascF,485,fused cellobiose/arbutin/salicin-specific PTS enzymes: IIB component/IC component,cp,TRUE,ARBTptspp,1,4,((b3722 and b2415 and b2416) or (b2715 and b2415 and b2416))
b1901,1,35.5407729,G,araF,329,L-arabinose transporter subunit,cp,FALSE,ARBabcpp,0,2,(b1901 and b1900 and b4460)
b1900,1,55.018029,G,araG,504,fused L-arabinose transporter subunits of ABC superfamily: ATP-binding components,cp,FALSE,ARBabcpp,0,2,(b1901 and b1900 and b4460)
b4460,1,34.2108105,G,araH,328,fused L-arabinose transporter subunits of ABC superfamily: membrane components,cp,FALSE,ARBabcpp,0,2,(b1901 and b1900 and b4460)
b2841,1,51.6843034,G,araE,472,arabinose transporter,cp,FALSE,ARBt2rpp,0,0,b2841
b1528,3,42.5380503,G,ydeA,396,"arabinose efflux transporter, arabinose-inducible",cp,FALSE,,,,
b4115,1,46.8424612,E,adiC,445,arginine:agmatine antiporter,cp,FALSE,ARGAGMt7pp,0,0,b4115
b4117,1,84.4249551,E,adiA,755,arginine decarboxylase,c,FALSE,ARGDC,0,0,b4117
b2938,1,73.8982056,E,speA,658,"biosynthetic arginine decarboxylase, PLP-binding",p,FALSE,ARGDCpp,0,0,b2938
b1605,1,49.5012963,E,ydgI,460,putative arginine/ornithine antiporter transporter,cp,FALSE,ARGORNt7pp,0,0,b1605
b3960,1,50.318035,E,argH,457,argininosuccinate lyase,c,FALSE,ARGSL,0,0,b3960
b3172,1,49.8982274,E,argG,447,argininosuccinate synthetase,c,FALSE,ARGSS,0,0,b3172
b1876,1,64.6827288,J,argS,577,arginyl-tRNA synthetase,c,TRUE,ARGTRS,0,0,b1876
b2310,3,27.9915296,ET,argT,260,lysine/arginine/ornithine transporter subunit,cp,FALSE,,,,
b2307,4,26.8696716,E,hisM,238,histidine/lysine/arginine/ornithine transporter subunit,cp,FALSE,,,,
b2306,4,28.6529253,E,hisP,257,histidine/lysine/arginine/ornithine transporter subunit,cp,FALSE,,,,
b2308,4,24.6491705,E,hisQ,228,histidine/lysine/arginine/ornithine transporter permease subunit,cp,FALSE,,,,
b0863,1,26.9294327,ET,artI,243,arginine transporter subunit,cp,FALSE,ARGabcpp,1,7,((b2310 and b2307 and b2306 and b2308) or (b0863 and b0860 and b0861 and b0864 and b0862))
b0860,1,26.8293592,ET,artJ,243,"arginine binding protein, periplasmic",cp,FALSE,ARGabcpp,1,7,((b2310 and b2307 and b2306 and b2308) or (b0863 and b0860 and b0861 and b0864 and b0862))
b0861,1,24.9136715,E,artM,222,arginine transporter subunit,cp,FALSE,ARGabcpp,1,7,((b2310 and b2307 and b2306 and b2308) or (b0863 and b0860 and b0861 and b0864 and b0862))
b0864,1,27.0219557,E,artP,242,arginine transporter subunit,cp,FALSE,ARGabcpp,1,7,((b2310 and b2307 and b2306 and b2308) or (b0863 and b0860 and b0861 and b0864 and b0862))
b0862,1,26.2170171,E,artQ,238,arginine transporter subunit,cp,FALSE,ARGabcpp,1,7,((b2310 and b2307 and b2306 and b2308) or (b0863 and b0860 and b0861 and b0864 and b0862))
b2923,2,23.1756191,R,argO,211,arginine transporter,cp,FALSE,,,,
b3433,1,40.0177461,E,asd,367,"aspartate-semialdehyde dehydrogenase, NAD(P)-binding",c,FALSE,ASAD,0,0,b3433
b4192,1,40.060517,R,ulaG,354,L-ascorbate 6-phosphate lactonase,c,FALSE,ASCBPL,0,0,b4192
b4195,1,17.2374673,GT,ulaC,154,L-ascorbate-specific enzyme IIA component of PTS,cp,FALSE,ASCBptspp,0,4,(b2415 and b2416 and b4195 and b4194 and b4193)
b4194,1,10.8955913,G,ulaB,101,L-ascorbate-specific enzyme IIB component of PTS,cp,FALSE,ASCBptspp,0,4,(b2415 and b2416 and b4195 and b4194 and b4193)
b4193,1,50.7373709,S,ulaA,465,L-ascorbate-specific enzyme IIC component of PTS,cp,FALSE,ASCBptspp,0,4,(b2415 and b2416 and b4195 and b4194 and b4193)
b1767,1,37.1270981,EJ,ansA,338,cytoplasmic L-asparaginase I,c,FALSE,ASNN,1,0,(b1767 or b0828)
b0828,1,33.393902,E,iaaA,321,Isoaspartyl peptidase,c,FALSE,ASNN,1,0,(b1767 or b0828)
b2957,2,36.8505416,EJ,ansB,348,periplasmic L-asparaginase II,p,FALSE,,,,
b0674,1,62.6587749,E,asnB,554,asparagine synthetase B,c,FALSE,ASNS1,0,0,b0674
b3744,1,36.6503896,E,asnA,330,asparagine synthetase A,c,FALSE,ASNS2,0,0,b3744
b0930,1,52.5702073,J,asnS,466,asparaginyl tRNA synthetase,c,TRUE,ASNTRS,0,0,b0930
b1453,1,54.2328803,E,ansP,499,L-asparagine transporter,cp,FALSE,ASNt2rpp,0,0,b1453
b3502,1,45.4972351,P,arsB,429,arsenite/antimonite transporter,cp,TRUE,ASO3t8pp,0,0,b3502
b0131,1,13.8336864,H,panD,126,aspartate 1-decarboxylase,c,FALSE,ASP1DC,0,0,b0131
b4244,1,17.1205687,F,pyrI,153,"aspartate carbamoyltransferase, regulatory subunit",c,FALSE,ASPCT,1,1,((b4244 and b4245) or b4245)
b4245,1,34.4272188,F,pyrB,311,"aspartate carbamoyltransferase, catalytic subunit",c,FALSE,ASPCT,1,1,((b4244 and b4245) or b4245)
b0002,2,89.1199356,E,thrA,820,fused aspartokinase I and homoserine dehydrogenase I,c,FALSE,,,,
b3940,2,88.8872992,E,metL,810,fused aspartokinase II/homoserine dehydrogenase II,c,FALSE,,,,
b4024,1,48.5315327,E,lysC,449,aspartokinase III,c,FALSE,ASPK,2,0,(b0002 or b3940 or b4024)
b2574,4,60.3371916,H,nadB,540,"quinolinate synthase, L-aspartate oxidase (B protein) subunit",c,FALSE,,,,
b4139,1,52.355986,E,aspA,478,aspartate ammonia-lyase,c,FALSE,ASPT,0,0,b4139
b0928,3,43.5731827,E,aspC,396,"aspartate aminotransferase, PLP-dependent",c,FALSE,,,,
b1866,1,65.9132135,J,aspS,590,aspartyl-tRNA synthetase,c,TRUE,ASPTRS,0,0,b1866
b0655,2,33.4200331,ET,gltI,302,"glutamate, aspartate binding protein, periplasmic; part of GltJKLI ABC transporter",cp,FALSE,,,,
b0654,2,27.502588,E,gltJ,246,"glutamate, aspartate ABC transporter permease subunit",cp,FALSE,,,,
b0653,2,24.9146249,E,gltK,224,"glutamate, aspartate ABC transporter permease subunit",cp,FALSE,,,,
b0652,2,26.6610202,E,gltL,241,"glutamate, aspartate ABC transporter ATP-binding subunit",cp,FALSE,,,,
b3528,6,45.4361098,C,dctA,428,"C4-dicarboxylic acid, orotate and citrate transporter",cp,FALSE,,,,
b4138,7,45.7505425,R,dcuA,433,C4-dicarboxylate antiporter,cp,FALSE,,,,
b4123,9,47.9350862,R,dcuB,446,"C4-dicarboxylate transporter, anaerobic; DcuS co-sensor",cp,FALSE,,,,
b4077,2,47.1589839,C,gltP,437,glutamate/aspartate:proton symporter,cp,FALSE,,,,
b3503,1,15.8532497,P,arsC,141,arsenate reductase,c,TRUE,ASR,0,1,(b3503 and b1064)
b1064,7,24.3501125,O,grxB,215,glutaredoxin 2 (Grx2),c,FALSE,,,,
b1747,1,38.4557281,E,astA,344,arginine succinyltransferase,c,FALSE,AST,0,0,b1747
b1539,4,27.2488355,R,ydfG,248,"malonic semialdehyde reductase, NADPH-dependent; L-allo-threonine dehydrogenase, NAD(P)-dependent; also oxidizes L-serine, D-serine, D-threonine and 3-hydroxyisobutyrate",c,FALSE,,,,
b2019,1,33.3666321,E,hisG,299,ATP phosphoribosyltransferase,c,FALSE,ATPPRT,0,0,b2019
b3736,1,17.2638819,C,atpF,156,"F0 sector of membrane-bound ATP synthase, subunit b",cp,FALSE,ATPS4rpp,1,15,(((b3736 and b3737 and b3738) and (b3731 and b3732 and b3733 and b3734 and b3735) and b3739) or ((b3736 and b3737 and b3738) and (b3731 and b3732 and b3733 and b3734 and b3735)))
b3737,1,8.2561066,C,atpE,79,"F0 sector of membrane-bound ATP synthase, subunit c",cp,FALSE,ATPS4rpp,1,15,(((b3736 and b3737 and b3738) and (b3731 and b3732 and b3733 and b3734 and b3735) and b3739) or ((b3736 and b3737 and b3738) and (b3731 and b3732 and b3733 and b3734 and b3735)))
b3738,1,30.3031226,C,atpB,271,"F0 sector of membrane-bound ATP synthase, subunit a",cp,FALSE,ATPS4rpp,1,15,(((b3736 and b3737 and b3738) and (b3731 and b3732 and b3733 and b3734 and b3735) and b3739) or ((b3736 and b3737 and b3738) and (b3731 and b3732 and b3733 and b3734 and b3735)))
b3731,1,15.0682147,C,atpC,139,"F1 sector of membrane-bound ATP synthase, epsilon subunit",cp,FALSE,ATPS4rpp,1,15,(((b3736 and b3737 and b3738) and (b3731 and b3732 and b3733 and b3734 and b3735) and b3739) or ((b3736 and b3737 and b3738) and (b3731 and b3732 and b3733 and b3734 and b3735)))
b3732,1,50.3252287,C,atpD,460,"F1 sector of membrane-bound ATP synthase, beta subunit",cp,FALSE,ATPS4rpp,1,15,(((b3736 and b3737 and b3738) and (b3731 and b3732 and b3733 and b3734 and b3735) and b3739) or ((b3736 and b3737 and b3738) and (b3731 and b3732 and b3733 and b3734 and b3735)))
b3733,1,31.5773259,C,atpG,287,"F1 sector of membrane-bound ATP synthase, gamma subunit",cp,FALSE,ATPS4rpp,1,15,(((b3736 and b3737 and b3738) and (b3731 and b3732 and b3733 and b3734 and b3735) and b3739) or ((b3736 and b3737 and b3738) and (b3731 and b3732 and b3733 and b3734 and b3735)))
b3734,1,55.2218497,C,atpA,513,"F1 sector of membrane-bound ATP synthase, alpha subunit",cp,FALSE,ATPS4rpp,1,15,(((b3736 and b3737 and b3738) and (b3731 and b3732 and b3733 and b3734 and b3735) and b3739) or ((b3736 and b3737 and b3738) and (b3731 and b3732 and b3733 and b3734 and b3735)))
b3735,1,19.3321672,C,atpH,177,"F1 sector of membrane-bound ATP synthase, delta subunit",cp,FALSE,ATPS4rpp,1,15,(((b3736 and b3737 and b3738) and (b3731 and b3732 and b3733 and b3734 and b3735) and b3739) or ((b3736 and b3737 and b3738) and (b3731 and b3732 and b3733 and b3734 and b3735)))
b3739,1,13.631661,C,atpI,126,"ATP synthase, membrane-bound accessory factor",cp,FALSE,ATPS4rpp,1,15,(((b3736 and b3737 and b3738) and (b3731 and b3732 and b3733 and b3734 and b3735) and b3739) or ((b3736 and b3737 and b3738) and (b3731 and b3732 and b3733 and b3734 and b3735)))
b0312,2,52.91094,C,betB,490,"betaine aldehyde dehydrogenase, NAD-dependent",c,TRUE,,,,
b0827,4,44.067104,H,moeA,411,molybdopterin molybdenumtransferase; molybdopterin biosynthesis protein,c,FALSE,,,,
b3857,5,21.6427932,H,mobA,194,molybdopterin-guanine dinucleotide synthase,c,FALSE,,,,
b3856,5,19.3633069,H,mobB,175,molybdopterin-guanine dinucleotide biosynthesis protein B,c,FALSE,,,,
b4214,1,27.1757565,P,cysQ,246,"PAPS (adenosine 3'-phosphate 5'-phosphosulfate) 3'(2'),5'-bisphosphate nucleotidase",c,FALSE,BPNT,0,0,b4214
b3551,3,85.8503391,C,bisC,777,biotin sulfoxide reductase,c,FALSE,,,,
b0775,1,38.6479961,H,bioB,346,biotin synthase,c,FALSE,BTS5,0,0,b0775
b0936,5,34.5575694,P,ssuA,319,"aliphatic sulfonate binding protein, SsuABC ABC transporter",cp,FALSE,,,,
b0933,5,27.7379899,P,ssuB,255,alkanesulfonate transporter subunit,cp,FALSE,,,,
b0934,5,28.9253173,P,ssuC,263,putative alkanesulfonate transporter subunit,cp,FALSE,,,,
b0365,3,34.2659278,P,tauA,320,taurine transporter subunit,cp,FALSE,,,,
b0366,3,28.2966251,P,tauB,255,taurine transporter subunit,cp,FALSE,,,,
b0367,3,29.811783,P,tauC,275,taurine transporter subunit,cp,FALSE,,,,
b1216,3,39.1683086,P,chaA,366,calcium/sodium:proton antiporter,cp,FALSE,,,,
b4132,1,46.6649028,E,cadB,444,putative lysine/cadaverine transporter,cp,FALSE,CADVtpp,0,0,b4132
b1732,1,84.1621999,P,katE,753,"catalase HPII, heme d-containing",c,TRUE,CAT,1,0,(b1732 or b3942)
b3942,1,80.0234287,P,katG,726,"catalase-peroxidase HPI, heme b-containing",c,TRUE,CAT,1,0,(b1732 or b3942)
b3196,1,34.7404631,P,yrbG,325,putative calcium/sodium:proton antiporter,cp,FALSE,CAt6pp,0,0,b3196
b1270,2,21.9988007,H,btuR,196,cob(I)alamin adenolsyltransferase/cobinamide ATP-dependent adenolsyltransferase,c,FALSE,,,,
b0521,1,31.6440025,E,ybcF,297,putative carbamate kinase,c,FALSE,CBMKr,2,0,(b0521 or b0323 or b2874)
b0323,1,33.9307239,E,yahI,316,carbamate kinase-like protein,c,FALSE,CBMKr,2,0,(b0521 or b0323 or b2874)
b2874,1,33.0708456,E,yqeA,310,putative amino acid kinase,c,FALSE,CBMKr,2,0,(b0521 or b0323 or b2874)
b0032,1,41.4308396,EF,carA,382,"carbamoyl phosphate synthetase small subunit, glutamine amidotransferase",c,FALSE,CBPS,0,1,(b0032 and b0033)
b0033,1,117.8413094,EF,carB,1073,carbamoyl-phosphate synthase large subunit,c,FALSE,CBPS,0,1,(b0032 and b0033)
b0444,1,25.5140971,R,queC,231,7-cyano-7-deazaguanine (preQ0) synthase; queuosine biosynthesis,c,TRUE,CCGS,0,0,b0444
b3469,6,76.8395792,P,zntA,732,"zinc, cobalt and lead efflux system",cp,FALSE,,,,
b3915,7,32.9271396,P,fieF,300,ferrous iron and zinc transporter,cp,FALSE,,,,
b0752,5,34.6782872,P,zitB,313,zinc efflux system,cp,FALSE,,,,
b3040,6,26.4847045,P,zupT,257,zinc transporter,cp,FALSE,,,,
b3918,7,28.4506602,I,cdh,251,CDP-diacylglycerol phosphotidylhydrolase,c,FALSE,,,,
b2794,1,32.5873575,S,queF,282,7-cyano-7-deazaguanine reductase (NADPH-dependent),c,TRUE,CDGR,0,0,b2794
b1208,1,30.9252481,I,ispE,283,4-diphosphocytidyl-2-C-methylerythritol kinase,c,FALSE,CDPMEK,0,0,b1208
b1661,4,43.9088571,M,cfa,382,cyclopropane fatty acyl phospholipid synthase (unsaturated-phospholipid methyltransferase),c,TRUE,,,,
b2128,2,25.5144079,E,yehW,243,putative transporter subunit: membrane component of ABC superfamily,cp,TRUE,,,,
b2129,2,34.4243795,E,yehX,308,putative transporter subunit: ATP-binding component of ABC superfamily,cp,TRUE,,,,
b2130,2,41.1383974,E,yehY,385,putative transporter subunit: membrane component of ABC superfamily,cp,TRUE,,,,
b2131,2,32.6091359,M,osmF,305,putative transporter subunit: periplasmic-binding component of ABC superfamily,cp,TRUE,,,,
b0314,1,75.8418698,M,betT,677,choline transporter of high affinity,cp,TRUE,CHLt2pp,1,0,(b0314 or b1801)
b1801,3,52.8809521,M,yeaV,481,putative transporter,cp,FALSE,,,,
b0311,1,61.8774,E,betA,556,"choline dehydrogenase, a flavoprotein",c,TRUE,CHOLD,0,0,b0311
b2599,2,43.1111759,E,pheA,386,fused chorismate mutase P/prephenate dehydratase,c,FALSE,,,,
b2600,2,42.0423531,E,tyrA,373,fused chorismate mutase T/prephenate dehydrogenase,c,FALSE,,,,
b2329,1,39.1373053,E,aroC,361,chorismate synthase,c,FALSE,CHORS,0,0,b2329
b4039,1,18.7768356,H,ubiC,165,chorismate--pyruvate lyase,c,FALSE,CHRPL,0,0,b4039
b2538,2,51.1090031,PR,hcaE,453,"3-phenylpropionate dioxygenase, large (alpha) subunit",c,FALSE,,,,
b2539,2,20.5791459,Q,hcaF,172,"3-phenylpropionate dioxygenase, small (beta) subunit",c,FALSE,,,,
b2540,2,11.3287447,PR,hcaC,106,"3-phenylpropionate dioxygenase, predicted ferredoxin subunit",c,FALSE,,,,
b2542,2,43.9780424,R,hcaD,400,"phenylpropionate dioxygenase, ferredoxin reductase subunit",c,FALSE,,,,
b0615,1,55.1725192,C,citF,510,"citrate lyase, citrate-ACP transferase (alpha) subunit",c,FALSE,CITL,0,3,((b0615 and b0616 and b0617) and b0614)
b0616,1,33.1095231,G,citE,302,"citrate lyase, citryl-ACP lyase (beta) subunit",c,FALSE,CITL,0,3,((b0615 and b0616 and b0617) and b0614)
b0617,1,10.6892443,C,citD,98,"citrate lyase, acyl carrier (gamma) subunit",c,FALSE,CITL,0,3,((b0615 and b0616 and b0617) and b0614)
b0614,1,20.270285,HI,citX,183,apo-citrate lyase phosphoribosyl-dephospho-CoA transferase,c,FALSE,CITL,0,3,((b0615 and b0616 and b0617) and b0614)
b0612,1,53.0923613,P,citT,487,citrate:succinate antiporter,cp,FALSE,CITt7pp,0,0,b0612
b0789,7,47.6332854,I,clsB,413,cardiolipin synthase 2,p,FALSE,,,,
b1249,7,54.8221642,I,clsA,486,cardiolipin synthase 1,p,FALSE,,,,
b0155,1,50.3485396,P,clcA,473,H(+)/Cl(-) exchange transporter,cp,FALSE,CLt3_2pp,1,0,(b0155 or b1592)
b1592,1,44.15322,P,clcB,418,H(+)/Cl(-) exchange transporter,cp,FALSE,CLt3_2pp,1,0,(b0155 or b1592)
b0463,7,42.1965094,M,acrA,397,multidrug efflux system,cep,FALSE,,,,
b0462,7,113.5732288,V,acrB,1049,multidrug efflux system protein,cep,FALSE,,,,
b3035,9,53.7404651,MU,tolC,493,transport channel,"cep,cp",FALSE,,,,
b2470,7,113.0469321,V,acrD,1037,aminoglycoside/multidrug efflux system,cep,FALSE,,,,
b3816,3,36.5895529,P,corA,316,magnesium/nickel/cobalt transporter,cp,FALSE,,,,
b2174,1,26.759016,I,lpxT,237,lipid A 1-diphosphate synthase; undecaprenyl pyrophosphate:lipid A 1-phosphate phosphotransferase,p,FALSE,COLIPAKpp,0,0,b2174
b0914,32,64.4604976,V,msbA,582,fused lipid transporter subunits of ABC superfamily: membrane component/ATP-binding component,cp,FALSE,,,,
b1102,1,81.2323023,P,fhuE,729,ferric-rhodotorulic acid outer membrane transporter,cep,FALSE,CPGNtonex,0,3,(b1102 and (b1252 and b3005 and b3006))
b2765,1,13.7728348,H,queD,121,6-pyruvoyl tetrahydrobiopterin synthase (PTPS),c,TRUE,CPH4S,0,0,b2765
b0781,1,37.3462814,H,moaA,329,molybdopterin biosynthesis protein A,c,FALSE,CPMPS,0,1,(b0781 and b0783)
b0783,1,17.4672022,H,moaC,161,"molybdopterin biosynthesis, protein C",c,FALSE,CPMPS,0,1,(b0781 and b0783)
b2436,1,34.3224779,H,hemF,299,coproporphyrinogen III oxidase,c,FALSE,CPPPGO,0,0,b2436
b3867,1,52.7288251,H,hemN,457,"coproporphyrinogen III oxidase, SAM and NAD(P)H dependent, oxygen-independent",c,FALSE,CPPPGO2,0,0,b3867
b0038,2,45.1266153,C,caiB,405,crotonobetainyl CoA:carnitine CoA transferase,c,TRUE,,,,
b0037,3,58.558919,IQ,caiC,517,putative crotonobetaine/carnitine-CoA ligase,c,TRUE,,,,
b0036,2,28.1901209,I,caiD,261,carnitinyl-CoA dehydratase,c,TRUE,,,,
b2677,4,44.1626341,E,proV,400,glycine betaine transporter subunit,cp,FALSE,,,,
b2678,4,37.6195498,E,proW,354,glycine betaine transporter subunit,cp,FALSE,,,,
b2679,4,36.0223864,E,proX,330,glycine betaine transporter subunit,cp,FALSE,,,,
b4111,5,54.8456079,G,proP,500,proline/glycine betaine transporter,cp,FALSE,,,,
b0040,2,56.5870844,M,caiT,504,putative transporter,cp,FALSE,,,,
b0720,1,48.0148555,C,gltA,427,citrate synthase,c,FALSE,CS,0,0,b0720
b0337,1,47.5907788,FR,codA,427,cytosine/isoguanine deaminase,c,FALSE,CSND,0,0,b0337
b0336,1,43.6494329,F,codB,419,cytosine transporter,cp,FALSE,CSNt2pp,0,0,b0336
b3846,19,79.5935903,I,fadB,729,fused 3-hydroxybutyryl-CoA epimerase/delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase/enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase,c,FALSE,,,,
b2780,1,60.3739219,F,pyrG,545,CTP synthetase,c,FALSE,CTPS2,0,0,b2780
b0123,2,56.5560029,Q,cueO,516,multicopper oxidase (laccase),p,FALSE,,,,
b0484,1,87.8728421,P,copA,834,copper transporter,cp,TRUE,CU1abcpp,0,0,b0484
b3425,1,12.0824341,P,glpE,108,thiosulfate:cyanide sulfurtransferase (rhodanese),c,TRUE,CYANST,0,0,b3425
b1308,1,11.4752676,P,pspE,104,thiosulfate:cyanide sulfurtransferase (rhodanese),p,FALSE,CYANSTpp,0,0,b1308
b0340,1,17.0487644,P,cynS,156,cyanate aminohydrolase,c,FALSE,CYNTAH,0,0,b0340
b0341,1,41.3605574,P,cynX,384,putative cyanate transporter,cp,FALSE,CYNTt2pp,0,0,b0341
b1919,1,35.1531718,E,dcyD,328,"D-cysteine desulfhydrase, PLP-dependent",c,FALSE,CYSDDS,0,0,b1919
b3708,3,52.7732797,E,tnaA,471,"tryptophanase/L-cysteine desulfhydrase, PLP-dependent",c,FALSE,,,,
b3008,2,43.2122189,E,metC,395,"cystathionine beta-lyase, PLP-dependent",c,FALSE,,,,
b2414,1,34.4895005,E,cysK,323,"cysteine synthase A, O-acetylserine sulfhydrolase A subunit",c,FALSE,CYSS,1,0,(b2414 or b2421)
b2421,1,32.6640653,E,cysM,303,cysteine synthase B (O-acetylserine sulfhydrolase B),c,FALSE,CYSS,1,0,(b2414 or b2421)
b2810,1,43.2340065,E,csdA,401,cysteine sulfinate desulfinase,c,TRUE,CYSSADS,0,0,b2810
b1622,1,43.6417039,E,malY,390,"bifunctional beta-cystathionase, PLP-dependent/ regulator of maltose regulon",c,FALSE,CYSTL,1,0,(b1622 or b3008)
b0526,1,52.2019303,J,cysS,461,cysteinyl-tRNA synthetase,c,TRUE,CYSTRS,0,0,b0526
b0886,2,62.9198883,CO,cydC,573,"fused glutathione, cysteine exporter subunits of ABC superfamily: membrane component/ATP-binding component",cp,FALSE,,,,
b0887,2,65.0558909,CO,cydD,588,"fused glutathione, cysteine exporter subunits of ABC superfamily: membrane component/ATP-binding component",cp,FALSE,,,,
b0978,2,57.9196355,C,appC,514,"cytochrome bd-II oxidase, subunit I",cp,FALSE,,,,
b0979,2,42.4236921,C,appB,378,"cytochrome bd-II oxidase, subunit II",cp,FALSE,,,,
b0733,1,58.2048592,C,cydA,522,"cytochrome d terminal oxidase, subunit I",cp,FALSE,CYTBDpp,1,2,((b0978 and b0979) or (b0733 and b0734))
b0734,1,42.452971,C,cydB,379,"cytochrome d terminal oxidase, subunit II",cp,FALSE,CYTBDpp,1,2,((b0978 and b0979) or (b0733 and b0734))
b0429,1,12.0294379,C,cyoD,109,cytochrome o ubiquinol oxidase subunit IV,cp,FALSE,CYTBO3_4pp,0,3,(b0429 and b0430 and b0431 and b0432)
b0430,1,22.6225572,C,cyoC,204,cytochrome o ubiquinol oxidase subunit III,cp,FALSE,CYTBO3_4pp,0,3,(b0429 and b0430 and b0431 and b0432)
b0431,1,74.3676259,C,cyoB,663,cytochrome o ubiquinol oxidase subunit I,cp,FALSE,CYTBO3_4pp,0,3,(b0429 and b0430 and b0431 and b0432)
b0432,1,34.9111781,C,cyoA,315,cytochrome o ubiquinol oxidase subunit II,cp,FALSE,CYTBO3_4pp,0,3,(b0429 and b0430 and b0431 and b0432)
b2143,2,31.5397506,F,cdd,294,cytidine/deoxycytidine deaminase,c,FALSE,,,,
b2162,2,33.7479271,F,rihB,313,ribonucleoside hydrolase 2,c,FALSE,,,,
b0651,2,33.8227933,F,rihA,311,ribonucleoside hydrolase 1,c,FALSE,,,,
b2066,2,24.3530359,F,udk,213,uridine/cytidine kinase,c,FALSE,,,,
b0910,3,24.7462315,F,cmk,227,cytidylate kinase,c,FALSE,,,,
b3603,3,59.1679285,C,lldP,551,L-lactate permease,cp,FALSE,,,,
b2975,3,58.9199092,C,glcA,560,glycolate transporter,cp,FALSE,,,,
b1189,1,47.6071269,E,dadA,432,D-amino acid dehydrogenase,c,FALSE,DAAD,0,0,b1189
b4042,7,13.244633,M,dgkA,122,diacylglycerol kinase,c,FALSE,,,,
b2871,1,43.3274337,E,ygeX,398,"2,3-diaminopropionate ammonia lyase, PLP-dependent",c,FALSE,DAPAL,0,0,b2871
b2838,1,46.177073,E,lysA,420,"diaminopimelate decarboxylase, PLP-binding",c,FALSE,DAPDC,0,0,b2838
b3809,1,30.2084731,E,dapF,274,diaminopimelate epimerase,c,FALSE,DAPE,0,0,b3809
b0175,7,31.4536389,I,cdsA,285,CDP-diglyceride synthase,c,FALSE,,,,
b3041,1,23.3534213,H,ribB,217,"3,4-dihydroxy-2-butanone-4-phosphate synthase",c,FALSE,DB4PS,0,0,b3041
b0778,1,24.1394886,H,bioD,225,dethiobiotin synthetase,c,FALSE,DBTS,0,0,b0778
b1734,1,50.5123134,G,chbF,450,phospho-chitobiase; general 6-phospho-beta-glucosidase activity,c,FALSE,DC6PH,0,0,b1734
b2065,1,21.2491755,F,dcd,193,2'-deoxycytidine 5'-triphosphate deaminase,c,FALSE,DCTPD,0,0,b2065
b2344,7,48.5413471,I,fadL,446,long-chain fatty acid outer membrane transporter,ep,FALSE,,,,
b3693,1,31.3734635,G,dgoK,292,2-oxo-3-deoxygalactonate kinase,c,FALSE,DDGALK,0,0,b3693
b3909,2,33.6691566,,kdgT,327,2-keto-3-deoxy-D-gluconate transporter,cp,FALSE,,,,
b3526,1,33.9622304,G,kdgK,309,ketodeoxygluconokinase,c,FALSE,DDGLK,0,0,b3526
b2601,1,38.8038506,E,aroF,356,"3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tyrosine-repressible",c,FALSE,DDPA,2,0,(b2601 or b0754 or b1704)
b0754,1,38.0093945,E,aroG,350,"3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, phenylalanine repressible",c,FALSE,DDPA,2,0,(b2601 or b0754 or b1704)
b1704,1,38.7349301,E,aroH,348,"3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tryptophan repressible",c,FALSE,DDPA,2,0,(b2601 or b0754 or b1704)
b4477,1,21.3905168,G,dgoA,205,2-oxo-3-deoxygalactonate 6-phosphate aldolase,c,FALSE,DDPGALA,0,0,b4477
b3648,2,23.592608,F,gmk,207,guanylate kinase,c,FALSE,,,,
b1393,1,27.2372756,I,paaF,255,"2,3-dehydroadipyl-CoA hydratase",c,FALSE,DHACOAH,0,0,b1393
b3771,2,65.531403,EG,ilvD,616,dihydroxyacid dehydratase,c,FALSE,,,,
b1200,1,38.215073,G,dhaK,356,"dihydroxyacetone kinase, PTS-dependent, dihydroxyacetone-binding subunit",c,FALSE,DHAPT,0,4,(b1200 and b1199 and b1198 and b2415 and b2416)
b1199,1,22.63169,G,dhaL,210,"dihydroxyacetone kinase, C-terminal domain",c,FALSE,DHAPT,0,4,(b1200 and b1199 and b1198 and b2415 and b2416)
b1198,1,51.4484341,G,dhaM,472,fused predicted dihydroxyacetone-specific PTS enzymes: HPr component/EI component,c,FALSE,DHAPT,0,4,(b1200 and b1199 and b1198 and b2415 and b2416)
b0596,1,26.2495651,IQR,entA,248,"2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase",c,FALSE,DHBD,0,0,b0596
b0594,1,59.1119032,Q,entE,536,"2,3-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex",c,FALSE,DHBS,0,0,b0594
b2541,2,28.4994999,IQR,hcaB,270,"2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase",c,FALSE,,,,
b0348,2,34.1959108,,mhpB,314,"2,3-dihydroxyphenylpropionate 1,2-dioxygenase",c,FALSE,,,,
b0031,1,28.7565192,E,dapB,273,dihydrodipicolinate reductase,c,FALSE,DHDPRy,0,0,b0031
